index	sim_time	step_time	success	C01	C12	D01	D12	H01	H12	state_r0	state_r1	state_r2	speed_r0	speed_r1	speed_r2	actuation_r0	actuation_r1	actuation_r2	
10	4.612530	0.394583	True	15.310169024569378	15.310499025554611	0.25000361205440064	0.25000000000009864	1.4360968260221167	1.4361066706040995	[1.9999920358353565, -1.9569975775926206e-11, -0.0038261489781119614, -1.5876138383742034e-08, 6.873716953751153e-05, -1.8375539562451533e-08]	[2.500000000019334, -1.9307363602502996e-11, -0.003843144996734152, -1.584520608448442e-08, -1.5842291122308293e-08, -1.838616217930355e-08]	[3.000000000019334, -1.930736360250661e-11, -0.003843144996734152, -1.584520608447934e-08, -1.5842291122313368e-08, -1.8386823658674576e-08]	[-0.00025628297802882187, 2.8942383527077115e-10, -0.06989972300693313, -3.6903639864003126e-07, 0.0017422037419106643, -4.6151634747439145e-07]	[-3.1167413290701704e-10, 3.1316708517580215e-10, -0.07045717313765926, -3.679117674126335e-07, -3.677333929984485e-07, -4.618935942518013e-07]	[-3.1167413290707773e-10, 3.1316708517574135e-10, -0.07045717313765926, -3.6791176741263477e-07, -3.67733392998447e-07, -4.619075123141044e-07]	[-0.06697690986812548, -8.520672540040877e-09, 0.14518984634244528, -8.620660954392457e-07, 0.004842875863670829, -1.23457445302042e-06]	[0.0, 0.0, 0.0, -8.573678564260896e-07, -8.560759369011803e-07, -1.2356128385023162e-06]	[0.0, 0.0, 0.0, -8.573678564260896e-07, -8.560759369011803e-07, -1.2356354894836054e-06]	
11	5.019395	0.405613	True	15.31004615568388	15.310499025554611	0.25000495685441476	0.25000000000009864	1.436093158208813	1.4361066706040995	[1.9999890704782215, -2.914992572609107e-11, -0.004557263137699901, -1.98112725236686e-08, 8.757387513954315e-05, -2.3350090082572063e-08]	[2.5000000000287965, -2.875457378565428e-11, -0.004580592018294026, -1.9767413332294453e-08, -1.976234590945195e-08, -2.3364477334189874e-08]	[3.0000000000287965, -2.8754573785661003e-11, -0.004580592018294026, -1.976741333228678e-08, -1.976234590945961e-08, -2.336528536536321e-08]	[-0.0003253953357731567, 3.9380614746730016e-10, -0.07632798081893943, -4.178498973178321e-07, 0.0020248725742363334, -5.333788986614837e-07]	[-4.2392917305003653e-10, 4.261530980537264e-10, -0.07703717101345751, -4.1646705180828105e-07, -4.1621489864426636e-07, -5.338218991943403e-07]	[-4.239291730501369e-10, 4.2615309805362575e-10, -0.07703717101345751, -4.1646705180828333e-07, -4.162148986442639e-07, -5.338372925682641e-07]	[-0.07886702658065707, -9.986849907768507e-09, 0.17122074804826284, -7.962000095229287e-07, 0.004577852365392142, -1.1149813193984045e-06]	[0.0, 0.0, 0.0, -7.920671441112717e-07, -7.908923212442482e-07, -1.116004672507809e-06]	[0.0, 0.0, 0.0, -7.920671441112717e-07, -7.908923212442482e-07, -1.1160272516311228e-06]	
12	5.379122	0.358354	True	15.309891205742343	15.310499025554611	0.25000665275262296	0.25000000000009864	1.4360885314931677	1.4361066706040995	[1.9999853308123239, -4.2016113563180485e-11, -0.00535266973126627, -2.430257767036372e-08, 0.00010957119234196618, -2.920540006123206e-08]	[2.500000000041543, -4.147944216911124e-11, -0.005383987434360889, -2.424177588639772e-08, -2.4233617366317885e-08, -2.9223819313265957e-08]	[3.000000000041543, -4.147944216912308e-11, -0.005383987434360889, -2.4241775886386532e-08, -2.4233617366329055e-08, -2.922478865918897e-08]	[-0.0004069042343494473, 5.234672798917335e-10, -0.0827582383574421, -4.802288592223098e-07, 0.0023742957179500226, -6.376620609112076e-07]	[-5.627677992185531e-10, 5.659820204016783e-10, -0.08364687433999891, -4.783387417391069e-07, -4.779726180430435e-07, -6.381225700110548e-07]	[-5.627677992187122e-10, 5.659820204015185e-10, -0.08364687433999891, -4.783387417391106e-07, -4.779726180430395e-07, -6.381394406642652e-07]	[-0.09296585124846268, -1.1832930303180783e-08, 0.2022246005213329, -1.0194401276746273e-06, 0.005672664401692652, -1.6275468238436395e-06]	[0.0, 0.0, 0.0, -1.0113137995322536e-06, -1.0094962672677466e-06, -1.627795338525183e-06]	[0.0, 0.0, 0.0, -1.0113137995322536e-06, -1.0094962672677466e-06, -1.6278178457905218e-06]	
13	5.765215	0.384672	True	15.309698778536832	15.310499025554611	0.2500087588038229	0.25000000000009864	1.4360827841829584	1.4361066706040995	[1.9999806865604532, -5.892713440552762e-11, -0.0062123871565360955, -2.9380598892561806e-08, 0.00013494879457433148, -3.6034195303056996e-08]	[2.5000000000583564, -5.826301901758504e-11, -0.0062536289694662085, -2.9297956830402992e-08, -2.9285630035364628e-08, -3.605667982572377e-08]	[3.0000000000583564, -5.826301901760501e-11, -0.0062536289694662085, -2.9297956830387143e-08, -2.9285630035380463e-08, -3.605782526906358e-08]	[-0.0005009724186792968, 6.82234100714917e-10, -0.08919018781884809, -5.351214766117555e-07, 0.0027008283970853253, -7.280265899419807e-07]	[-7.31933380070773e-10, 7.36459517460427e-10, -0.09028641722276808, -5.328108028205533e-07, -5.32343228584855e-07, -7.285154720078776e-07]	[-7.319333800710165e-10, 7.364595174601821e-10, -0.09028641722276808, -5.328108028205591e-07, -5.323432285848491e-07, -7.28533821916668e-07]	[-0.10722558117091764, -1.3679010698593058e-08, 0.2335919832177049, -9.070515577619382e-07, 0.005339650651988604, -1.3980356679251619e-06]	[0.0, 0.0, 0.0, -9.002984585619263e-07, -8.986800508878697e-07, -1.39845640741527e-06]	[0.0, 0.0, 0.0, -9.002984585619263e-07, -8.986800508878697e-07, -1.3984788428226337e-06]	
14	6.120258	0.353613	True	15.309463053718472	15.310499025554611	0.2500113387017367	0.25000000000009864	1.4360757416297594	1.4361066706040995	[1.9999749971879792, -8.074523315684088e-11, -0.007136412713028961, -3.519397297834912e-08, 0.00016390430590444065, -4.4212781419861057e-08]	[2.5000000000801332, -8.000026475006217e-11, -0.007189815692221125, -3.508108676825076e-08, -3.506325469657858e-08, -4.423864385715889e-08]	[3.0000000000801332, -8.000026475009464e-11, -0.007189815692221125, -3.508108676822885e-08, -3.5063254696600474e-08, -4.4239980200388856e-08]	[-0.000609349294387005, 8.736338604750687e-10, -0.09561991863856611, -6.27230411880806e-07, 0.003089833641062814, -9.076346701424996e-07]	[-9.35391909526759e-10, 9.416220324649886e-10, -0.09695593437266983, -6.237369588940637e-07, -6.231033889901358e-07, -9.080082535900465e-07]	[-9.353919095271207e-10, 9.416220324646248e-10, -0.09695593437266983, -6.23736958894072e-07, -6.231033889901272e-07, -9.080280847393756e-07]	[-0.12346747649332661, -1.614207395095601e-08, 0.2694551509393737, -1.5103631019120322e-06, 0.006379241132074151, -2.8164857229219375e-06]	[0.0, 0.0, 0.0, -1.4914096088014672e-06, -1.4887563600039596e-06, -2.814610755792807e-06]	[0.0, 0.0, 0.0, -1.4914096088014672e-06, -1.4887563600039596e-06, -2.814633119342196e-06]	
15	6.508029	0.386299	True	15.309177770944158	15.310499025554611	0.2500144609663537	0.25000000000009864	1.4360672159993784	1.4361066706040995	[1.9999681115132855, -1.0861423843676275e-10, -0.008124722281285425, -4.185734270259037e-08, 0.0001966097229984725, -5.4033582464322364e-08]	[2.5000000001080593, -1.0787465575956616e-10, -0.00819284802138431, -4.1702411350757654e-08, -4.1677523943936773e-08, -5.406155520674253e-08]	[3.0000000001080593, -1.0787465575961745e-10, -0.00819284802138431, -4.1702411350726645e-08, -4.167752394396777e-08, -5.406313055150299e-08]	[-0.000732217785218064, 1.1014094868566544e-09, -0.10204706539704525, -7.04979371325094e-07, 0.0034506952980122583, -1.0563819937962582e-06]	[-1.1784164294193603e-09, 1.1868246278609825e-09, -0.10365556110876245, -7.00418418278041e-07, -6.996408416554377e-07, -1.0566824770262858e-06]	[-1.1784164294198864e-09, 1.186824627860453e-09, -0.10365556110876245, -7.004184182780534e-07, -6.996408416554252e-07, -1.0567104521214372e-06]	[-0.13988856903299487, -2.0519228961794936e-08, 0.3057261027773896, -1.289658144038218e-06, 0.005976743793172443, -2.311220391434843e-06]	[0.0, 0.0, 0.0, -1.2725409299125906e-06, -1.2702352395949756e-06, -2.3100271937552148e-06]	[0.0, 0.0, 0.0, -1.2725409299125906e-06, -1.2702352395949756e-06, -2.310155823877655e-06]	
16	6.861356	0.351929	True	15.308836276022804	15.310499025554611	0.2500181984292266	0.25000000000009864	1.4360570073384988	1.4361066706040995	[1.9999598688127638, -1.4389081109969017e-10, -0.009177272089151109, -4.970157762615982e-08, 0.00023321365114837688, -6.635305213797898e-08]	[2.500000000143543, -1.432923781744832e-10, -0.00926302773195722, -4.949046827209127e-08, -4.9456564957000446e-08, -6.638014728245175e-08]	[3.000000000143543, -1.4329237817456305e-10, -0.00926302773195722, -4.9490468272058994e-08, -4.94565649570327e-08, -6.63817603952284e-08]	[-0.0008711585523397534, 1.3703020971259971e-09, -0.10846806637137776, -8.632561080800231e-07, 0.0038694806257713378, -1.407433139468877e-06]	[-1.4669175573703558e-09, 1.4780716883053174e-09, -0.1103854333610031, -8.571126254182314e-07, -8.560868399533084e-07, -1.4072916654203227e-06]	[-1.4669175573710929e-09, 1.4780716883045754e-09, -0.1103854333610031, -8.571126254182489e-07, -8.560868399532907e-07, -1.4072712086129512e-06]	[-0.15809279889186176, -2.6411491240593983e-08, 0.3460704200002805, -2.5870906686604424e-06, 0.006959288328741305, -5.530593760349706e-06]	[0.0, 0.0, 0.0, -2.5617090184000184e-06, -2.557730743538349e-06, -5.523516867291752e-06]	[0.0, 0.0, 0.0, -2.5617090184000184e-06, -2.557730743538349e-06, -5.522741692475272e-06]	
17	7.230876	0.368095	True	15.308431504151814	15.310499025554611	0.25002262843325124	0.25000000000009864	1.4360449033393041	1.4361066706040995	[1.9999500984061045, -1.8853677441605982e-10, -0.010293998388257388, -5.898935622564623e-08, 0.000273838171320884, -8.18491000880617e-08]	[2.5000000001886376, -1.8830378375549596e-10, -0.01040065796130687, -5.87061693014288e-08, -5.866096943599454e-08, -8.187098360039588e-08]	[3.0000000001886376, -1.883037837556226e-10, -0.01040065796130687, -5.870616930141923e-08, -5.8660969436004074e-08, -8.187218545402093e-08]	[-0.0010263755220983402, 1.6892285465546798e-09, -0.11488249767119953, -9.933756392452208e-07, 0.004254688723447236, -1.6915422504713306e-06]	[-1.8097221101991625e-09, 1.8243021435933557e-09, -0.11714568767300579, -9.858912588404238e-07, -9.846575297365143e-07, -1.6910826317719142e-06]	[-1.809722110200047e-09, 1.824302143592465e-09, -0.11714568767300579, -9.858912588404447e-07, -9.846575297364929e-07, -1.6910208065840683e-06]	[-0.17649535901902916, -3.241111820169541e-08, 0.38686926302894614, -2.14709422192436e-06, 0.006486649785474143, -4.437288888201313e-06]	[0.0, 0.0, 0.0, -2.125526662288158e-06, -2.1221841435519347e-06, -4.432219603914259e-06]	[0.0, 0.0, 0.0, -2.125526662288158e-06, -2.1221841435519347e-06, -4.431560588640729e-06]	
18	7.593359	0.360395	True	15.307956023105323	15.310499025554611	0.2500278323494273	0.25000000000009864	1.4360306802580947	1.4361066706040995	[1.9999386206859993, -2.448915303252558e-10, -0.011474818949970877, -7.032180872861728e-08, 0.00031858204468666445, -1.0212445584159111e-07]	[2.5000000002458247, -2.453879600205914e-10, -0.011606043215316223, -6.994559318981616e-08, -6.98859131245108e-08, -1.0213304444009924e-07]	[3.0000000002458247, -2.453879600207915e-10, -0.011606043215316223, -6.994559318987493e-08, -6.98859131244519e-08, -1.0213319505795236e-07]	[-0.0011993071646867683, 2.0680982603884515e-09, -0.12128709291445171, -1.2718298862693974e-06, 0.00469328721304337, -2.363441316703677e-06]	[-2.2168911157275445e-09, 2.235709149419677e-09, -0.12393646120481171, -1.2619140394295606e-06, -1.2602512559678469e-06, -2.3618187663424335e-06]	[-2.216891115728313e-09, 2.2357091494189e-09, -0.12393646120481171, -1.261914039429579e-06, -1.2602512559678284e-06, -2.361670281185386e-06]	[-0.19651239183260577, -3.8828917725915335e-08, 0.431381941753304, -4.530598921364407e-06, 0.0074143958850294844, -1.0608477782547545e-05]	[0.0, 0.0, 0.0, -4.4915186516333825e-06, -4.484630163391421e-06, -1.0589943722196008e-05]	[0.0, 0.0, 0.0, -4.4915186516333825e-06, -4.484630163391421e-06, -1.0588564521339193e-05]	
19	7.961106	0.366008	True	15.307402015416773	15.310499025554611	0.25003389579104157	0.25000000000009864	1.4360141026701596	1.4361066706040995	[1.999925246674165, -3.1647706746860797e-10, -0.012719632732764104, -8.418291232710974e-08, 0.00036751696275193977, -1.2845740719165864e-07]	[2.500000000318869, -3.183061367203412e-10, -0.012879489374562394, -8.368861781101935e-08, -8.361058999822796e-08, -1.2844163272078702e-07]	[3.000000000318869, -3.1830613672064885e-10, -0.012879489374562394, -8.368861781121988e-08, -8.361058999802718e-08, -1.284399439777281e-07]	[-0.001390179747657741, 2.522322207168772e-09, -0.12768136769671556, -1.4984001626587073e-06, 0.00509276438211492, -2.9027867806154227e-06]	[-2.703829832858822e-09, 2.7278631657474334e-09, -0.1307578917356721, -1.486511479031437e-06, -1.4845041119291078e-06, -2.900291743084277e-06]	[-2.7038298328588214e-09, 2.727863165747422e-09, -0.1307578917356721, -1.486511479031437e-06, -1.4845041119291078e-06, -2.900072304321138e-06]	[-0.21674819533354678, -4.5572385339810745e-08, 0.4763994576893291, -3.7131119673841425e-06, 0.006871610221325773, -8.44522320393379e-06]	[0.0, 0.0, 0.0, -3.681269762373632e-06, -3.675720325971065e-06, -8.431407502524652e-06]	[0.0, 0.0, 0.0, -3.681269762373632e-06, -3.675720325971065e-06, -8.430285120353577e-06]	
